,pitch_name
12608,Curveball
12609,Slider
12610,4-Seam Fastball
12611,Split-Finger
12612,4-Seam Fastball
12613,4-Seam Fastball
12614,Slider
12615,Cutter
12616,Split-Finger
12617,Slider
12618,4-Seam Fastball
12619,4-Seam Fastball
12620,Cutter
12621,Curveball
12622,Split-Finger
12623,Cutter
12624,Split-Finger
12625,Cutter
12626,Slider
12627,Split-Finger
12628,4-Seam Fastball
12629,4-Seam Fastball
12630,4-Seam Fastball
12631,Split-Finger
12632,4-Seam Fastball
12633,Cutter
12634,Split-Finger
12635,Slider
12636,Split-Finger
12637,Cutter
12638,Split-Finger
12639,Split-Finger
12640,Slider
12641,4-Seam Fastball
12642,Curveball
12643,Split-Finger
12644,Split-Finger
12645,Split-Finger
12646,4-Seam Fastball
12647,Curveball
12648,Split-Finger
12649,4-Seam Fastball
12650,Slider
12651,4-Seam Fastball
12652,4-Seam Fastball
12653,4-Seam Fastball
12654,Split-Finger
12655,4-Seam Fastball
12656,4-Seam Fastball
12657,Split-Finger
12658,Slider
12659,Split-Finger
12660,4-Seam Fastball
12661,Curveball
12662,4-Seam Fastball
12663,4-Seam Fastball
12664,Curveball
12665,4-Seam Fastball
12666,Split-Finger
12667,4-Seam Fastball
12668,Split-Finger
12669,Split-Finger
12670,4-Seam Fastball
12671,4-Seam Fastball
12672,Split-Finger
12673,Split-Finger
12674,4-Seam Fastball
12675,Split-Finger
12676,Split-Finger
12677,4-Seam Fastball
12678,Slider
12679,4-Seam Fastball
12680,4-Seam Fastball
12681,4-Seam Fastball
12682,4-Seam Fastball
12683,4-Seam Fastball
12684,4-Seam Fastball
12685,4-Seam Fastball
12686,4-Seam Fastball
12687,Split-Finger
12688,4-Seam Fastball
12689,Cutter
12690,Slider
12691,Split-Finger
12692,Split-Finger
12693,Curveball
12694,4-Seam Fastball
12695,Cutter
12696,Curveball
12697,Cutter
12698,Split-Finger
12699,Curveball
12700,Split-Finger
12701,4-Seam Fastball
12702,4-Seam Fastball
12703,Curveball
12704,4-Seam Fastball
12705,Split-Finger
12706,Split-Finger
12707,4-Seam Fastball
12708,4-Seam Fastball
12709,4-Seam Fastball
12710,Split-Finger
12711,Split-Finger
12712,4-Seam Fastball
12713,4-Seam Fastball
12714,4-Seam Fastball
12715,4-Seam Fastball
12716,Curveball
12717,4-Seam Fastball
12718,4-Seam Fastball
12719,Cutter
12720,4-Seam Fastball
12721,4-Seam Fastball
12722,4-Seam Fastball
12723,Split-Finger
12724,Split-Finger
12725,Split-Finger
12726,Slider
12727,4-Seam Fastball
12728,Curveball
12729,Cutter
12730,Cutter
12731,4-Seam Fastball
12732,4-Seam Fastball
12733,Cutter
12734,4-Seam Fastball
12735,Split-Finger
12736,Cutter
12737,Cutter
12738,Cutter
12739,Slider
12740,Split-Finger
12741,Split-Finger
12742,4-Seam Fastball
12743,Split-Finger
12744,Curveball
12745,4-Seam Fastball
12746,Curveball
12747,4-Seam Fastball
12748,4-Seam Fastball
12749,4-Seam Fastball
12750,Slider
12751,4-Seam Fastball
12752,Cutter
12753,Split-Finger
12754,Split-Finger
12755,4-Seam Fastball
12756,Cutter
12757,4-Seam Fastball
12758,4-Seam Fastball
12759,4-Seam Fastball
12760,Split-Finger
12761,Cutter
12762,Slider
12763,Split-Finger
12764,4-Seam Fastball
12765,Slider
12766,Cutter
12767,4-Seam Fastball
12768,4-Seam Fastball
12769,4-Seam Fastball
12770,4-Seam Fastball
12771,4-Seam Fastball
12772,4-Seam Fastball
12773,Split-Finger
12774,Split-Finger
12775,4-Seam Fastball
12776,4-Seam Fastball
12777,4-Seam Fastball
12778,4-Seam Fastball
12779,4-Seam Fastball
12780,Split-Finger
12781,Split-Finger
12782,4-Seam Fastball
12783,4-Seam Fastball
12784,4-Seam Fastball
12785,4-Seam Fastball
12786,4-Seam Fastball
12787,Split-Finger
12788,Slider
12789,4-Seam Fastball
12790,Curveball
12791,Curveball
12792,4-Seam Fastball
12793,Split-Finger
12794,4-Seam Fastball
12795,Split-Finger
12796,Split-Finger
12797,Curveball
12798,Slider
12799,4-Seam Fastball
12800,Split-Finger
12801,4-Seam Fastball
12802,4-Seam Fastball
12803,Split-Finger
12804,Split-Finger
12805,4-Seam Fastball
12806,Split-Finger
12807,4-Seam Fastball
12808,Split-Finger
12809,4-Seam Fastball
12810,Split-Finger
12811,Split-Finger
12812,Slider
12813,Split-Finger
12814,4-Seam Fastball
12815,4-Seam Fastball
12816,Split-Finger
12817,Split-Finger
12818,4-Seam Fastball
12819,4-Seam Fastball
12820,Slider
12821,4-Seam Fastball
12822,Split-Finger
12823,Slider
12824,4-Seam Fastball
12825,4-Seam Fastball
12826,4-Seam Fastball
12827,4-Seam Fastball
12828,4-Seam Fastball
12829,Split-Finger
12830,Slider
12831,4-Seam Fastball
12832,Curveball
12833,4-Seam Fastball
12834,Split-Finger
12835,4-Seam Fastball
12836,Split-Finger
12837,4-Seam Fastball
12838,Slider
12839,4-Seam Fastball
12840,Split-Finger
12841,Curveball
12842,4-Seam Fastball
12843,Slider
12844,4-Seam Fastball
12845,4-Seam Fastball
12846,Curveball
12847,Split-Finger
12848,4-Seam Fastball
12849,Split-Finger
12850,Split-Finger
12851,4-Seam Fastball
12852,4-Seam Fastball
12853,4-Seam Fastball
12854,Split-Finger
12855,4-Seam Fastball
12856,4-Seam Fastball
12857,Curveball
12858,Slider
12859,4-Seam Fastball
12860,4-Seam Fastball
12861,4-Seam Fastball
12862,Split-Finger
12863,Split-Finger
12864,4-Seam Fastball
12865,4-Seam Fastball
12866,4-Seam Fastball
12867,Split-Finger
12868,Split-Finger
12869,4-Seam Fastball
12870,4-Seam Fastball
12871,Split-Finger
12872,Slider
12873,4-Seam Fastball
12874,4-Seam Fastball
12875,Slider
12876,4-Seam Fastball
12877,4-Seam Fastball
12878,Curveball
12879,Slider
12880,4-Seam Fastball
12881,4-Seam Fastball
12882,4-Seam Fastball
12883,4-Seam Fastball
12884,4-Seam Fastball
12885,Split-Finger
12886,4-Seam Fastball
12887,4-Seam Fastball
12888,Split-Finger
12889,4-Seam Fastball
12890,Slider
12891,4-Seam Fastball
12892,Slider
12893,Split-Finger
12894,Split-Finger
12895,Split-Finger
12896,4-Seam Fastball
12897,Split-Finger
12898,4-Seam Fastball
12899,Slider
12900,Slider
12901,4-Seam Fastball
12902,4-Seam Fastball
12903,Split-Finger
12904,Curveball
12905,4-Seam Fastball
12906,4-Seam Fastball
12907,4-Seam Fastball
12908,Split-Finger
12909,4-Seam Fastball
12910,4-Seam Fastball
12911,4-Seam Fastball
12912,4-Seam Fastball
12913,4-Seam Fastball
12914,4-Seam Fastball
12915,4-Seam Fastball
12916,4-Seam Fastball
12917,Split-Finger
12918,Slider
12919,4-Seam Fastball
12920,4-Seam Fastball
12921,Split-Finger
12922,Curveball
12923,Split-Finger
12924,4-Seam Fastball
12925,Split-Finger
12926,Split-Finger
12927,4-Seam Fastball
12928,Curveball
12929,4-Seam Fastball
12930,Split-Finger
12931,4-Seam Fastball
12932,4-Seam Fastball
12933,4-Seam Fastball
12934,Split-Finger
12935,4-Seam Fastball
12936,Split-Finger
12937,Slider
12938,Split-Finger
12939,Curveball
12940,Split-Finger
12941,4-Seam Fastball
12942,Split-Finger
12943,Slider
12944,4-Seam Fastball
12945,Slider
12946,Split-Finger
12947,4-Seam Fastball
12948,Split-Finger
12949,Curveball
12950,Split-Finger
12951,4-Seam Fastball
12952,4-Seam Fastball
12953,4-Seam Fastball
12954,Split-Finger
12955,Split-Finger
12956,4-Seam Fastball
12957,Split-Finger
12958,4-Seam Fastball
12959,Split-Finger
12960,Split-Finger
12961,4-Seam Fastball
12962,Split-Finger
12963,Split-Finger
12964,Split-Finger
12965,Split-Finger
12966,4-Seam Fastball
12967,4-Seam Fastball
12968,Split-Finger
12969,Split-Finger
12970,Split-Finger
12971,Split-Finger
12972,Curveball
12973,4-Seam Fastball
12974,4-Seam Fastball
12975,Split-Finger
12976,Split-Finger
12977,Split-Finger
12978,Split-Finger
12979,4-Seam Fastball
12980,4-Seam Fastball
12981,4-Seam Fastball
12982,Split-Finger
12983,4-Seam Fastball
12984,Split-Finger
12985,Split-Finger
12986,Split-Finger
12987,Split-Finger
12988,4-Seam Fastball
12989,4-Seam Fastball
12990,Split-Finger
12991,Split-Finger
12992,4-Seam Fastball
12993,Split-Finger
12994,Slider
12995,Split-Finger
12996,Split-Finger
12997,Split-Finger
12998,4-Seam Fastball
12999,4-Seam Fastball
13000,4-Seam Fastball
13001,Slider
13002,Split-Finger
13003,4-Seam Fastball
13004,4-Seam Fastball
13005,4-Seam Fastball
13006,Slider
13007,Split-Finger
13008,4-Seam Fastball
13009,Split-Finger
13010,Slider
13011,Split-Finger
13012,Slider
13013,4-Seam Fastball
13014,4-Seam Fastball
13015,Split-Finger
13016,4-Seam Fastball
13017,4-Seam Fastball
13018,Split-Finger
13019,Split-Finger
13020,4-Seam Fastball
13021,Split-Finger
13022,4-Seam Fastball
13023,Split-Finger
13024,4-Seam Fastball
13025,Split-Finger
13026,Split-Finger
13027,Split-Finger
13028,4-Seam Fastball
13029,Split-Finger
13030,Split-Finger
13031,Slider
13032,4-Seam Fastball
13033,4-Seam Fastball
13034,Slider
13035,4-Seam Fastball
13036,Slider
13037,Split-Finger
13038,Split-Finger
13039,4-Seam Fastball
13040,4-Seam Fastball
13041,Split-Finger
13042,Slider
13043,4-Seam Fastball
13044,Split-Finger
13045,Slider
13046,4-Seam Fastball
13047,4-Seam Fastball
13048,Slider
13049,4-Seam Fastball
13050,Curveball
13051,4-Seam Fastball
13052,Split-Finger
13053,4-Seam Fastball
13054,4-Seam Fastball
13055,Slider
13056,4-Seam Fastball
13057,4-Seam Fastball
13058,4-Seam Fastball
13059,4-Seam Fastball
13060,Curveball
13061,Split-Finger
13062,Split-Finger
13063,4-Seam Fastball
13064,4-Seam Fastball
13065,Curveball
13066,Split-Finger
13067,Slider
13068,Split-Finger
13069,4-Seam Fastball
13070,4-Seam Fastball
13071,4-Seam Fastball
13072,Split-Finger
13073,4-Seam Fastball
13074,4-Seam Fastball
13075,4-Seam Fastball
13076,Split-Finger
13077,4-Seam Fastball
13078,Split-Finger
13079,Split-Finger
13080,Curveball
13081,Split-Finger
13082,4-Seam Fastball
13083,Split-Finger
13084,4-Seam Fastball
13085,Slider
13086,Split-Finger
13087,Slider
13088,Split-Finger
13089,4-Seam Fastball
13090,Slider
13091,4-Seam Fastball
13092,4-Seam Fastball
13093,4-Seam Fastball
13094,Slider
13095,Split-Finger
13096,Curveball
13097,Split-Finger
13098,4-Seam Fastball
13099,4-Seam Fastball
13100,Split-Finger
13101,4-Seam Fastball
13102,Split-Finger
13103,4-Seam Fastball
13104,Curveball
13105,4-Seam Fastball
13106,4-Seam Fastball
13107,Split-Finger
13108,Split-Finger
13109,Split-Finger
13110,4-Seam Fastball
13111,4-Seam Fastball
13112,4-Seam Fastball
13113,Curveball
13114,4-Seam Fastball
13115,4-Seam Fastball
13116,Slider
13117,4-Seam Fastball
13118,4-Seam Fastball
13119,Split-Finger
13120,Slider
13121,Split-Finger
13122,4-Seam Fastball
13123,4-Seam Fastball
13124,Split-Finger
13125,4-Seam Fastball
13126,4-Seam Fastball
13127,4-Seam Fastball
13128,Split-Finger
13129,4-Seam Fastball
13130,Split-Finger
13131,4-Seam Fastball
13132,4-Seam Fastball
13133,Curveball
13134,Split-Finger
13135,4-Seam Fastball
13136,Split-Finger
13137,Slider
13138,4-Seam Fastball
13139,Split-Finger
13140,4-Seam Fastball
13141,4-Seam Fastball
13142,Split-Finger
13143,4-Seam Fastball
13144,4-Seam Fastball
13145,Curveball
13146,Split-Finger
13147,Split-Finger
13148,4-Seam Fastball
13149,4-Seam Fastball
13150,4-Seam Fastball
13151,4-Seam Fastball
13152,Curveball
13153,Split-Finger
13154,4-Seam Fastball
13155,4-Seam Fastball
13156,4-Seam Fastball
13157,4-Seam Fastball
13158,Curveball
13159,4-Seam Fastball
13160,Curveball
13161,4-Seam Fastball
13162,4-Seam Fastball
13163,4-Seam Fastball
13164,4-Seam Fastball
13165,4-Seam Fastball
13166,4-Seam Fastball
13167,4-Seam Fastball
13168,Slider
13169,4-Seam Fastball
13170,4-Seam Fastball
13171,Split-Finger
13172,4-Seam Fastball
13173,Split-Finger
13174,Split-Finger
13175,Split-Finger
13176,Split-Finger
13177,Split-Finger
13178,4-Seam Fastball
13179,4-Seam Fastball
13180,4-Seam Fastball
13181,4-Seam Fastball
13182,Slider
13183,4-Seam Fastball
13184,Split-Finger
13185,4-Seam Fastball
13186,4-Seam Fastball
13187,4-Seam Fastball
13188,Split-Finger
13189,4-Seam Fastball
13190,Split-Finger
13191,Split-Finger
13192,4-Seam Fastball
13193,Split-Finger
13194,4-Seam Fastball
13195,4-Seam Fastball
13196,Curveball
13197,Split-Finger
13198,Split-Finger
13199,Curveball
13200,4-Seam Fastball
13201,Split-Finger
13202,Curveball
13203,4-Seam Fastball
13204,Slider
13205,4-Seam Fastball
13206,4-Seam Fastball
13207,4-Seam Fastball
13208,4-Seam Fastball
13209,4-Seam Fastball
13210,Split-Finger
13211,4-Seam Fastball
13212,4-Seam Fastball
13213,4-Seam Fastball
13214,4-Seam Fastball
13215,Slider
13216,Curveball
13217,4-Seam Fastball
13218,Split-Finger
13219,Split-Finger
13220,4-Seam Fastball
13221,4-Seam Fastball
13222,4-Seam Fastball
13223,4-Seam Fastball
13224,Split-Finger
13225,Split-Finger
13226,Curveball
13227,4-Seam Fastball
13228,4-Seam Fastball
13229,4-Seam Fastball
13230,4-Seam Fastball
13231,4-Seam Fastball
13232,4-Seam Fastball
13233,Split-Finger
13234,Slider
13235,Curveball
13236,Split-Finger
13237,4-Seam Fastball
13238,4-Seam Fastball
13239,4-Seam Fastball
13240,Slider
13241,4-Seam Fastball
13242,4-Seam Fastball
13243,Split-Finger
13244,Curveball
13245,Slider
13246,4-Seam Fastball
13247,4-Seam Fastball
13248,4-Seam Fastball
13249,Slider
13250,Slider
13251,4-Seam Fastball
13252,Split-Finger
13253,4-Seam Fastball
13254,4-Seam Fastball
13255,4-Seam Fastball
13256,4-Seam Fastball
13257,Split-Finger
13258,4-Seam Fastball
13259,Split-Finger
13260,4-Seam Fastball
13261,Split-Finger
13262,4-Seam Fastball
13263,4-Seam Fastball
13264,Slider
13265,Split-Finger
13266,Split-Finger
13267,Split-Finger
13268,Split-Finger
13269,Split-Finger
13270,4-Seam Fastball
13271,4-Seam Fastball
13272,4-Seam Fastball
13273,Split-Finger
13274,4-Seam Fastball
13275,Slider
13276,4-Seam Fastball
13277,4-Seam Fastball
13278,Split-Finger
13279,Split-Finger
13280,Curveball
13281,Split-Finger
13282,4-Seam Fastball
13283,Split-Finger
13284,Split-Finger
13285,4-Seam Fastball
13286,Split-Finger
13287,4-Seam Fastball
13288,Curveball
13289,4-Seam Fastball
13290,4-Seam Fastball
13291,4-Seam Fastball
13292,Curveball
13293,4-Seam Fastball
13294,4-Seam Fastball
13295,Slider
13296,Split-Finger
13297,Curveball
13298,4-Seam Fastball
13299,4-Seam Fastball
13300,4-Seam Fastball
13301,4-Seam Fastball
13302,Split-Finger
13303,4-Seam Fastball
13304,4-Seam Fastball
13305,Split-Finger
13306,Slider
13307,4-Seam Fastball
13308,4-Seam Fastball
13309,Slider
13310,Split-Finger
13311,Slider
13312,Split-Finger
13313,Split-Finger
13314,4-Seam Fastball
13315,4-Seam Fastball
13316,4-Seam Fastball
13317,Split-Finger
13318,Slider
13319,4-Seam Fastball
13320,Split-Finger
13321,Slider
13322,4-Seam Fastball
13323,Slider
13324,4-Seam Fastball
13325,Split-Finger
13326,4-Seam Fastball
13327,4-Seam Fastball
13328,Split-Finger
13329,4-Seam Fastball
13330,Split-Finger
13331,4-Seam Fastball
13332,4-Seam Fastball
13333,4-Seam Fastball
13334,Split-Finger
13335,4-Seam Fastball
13336,4-Seam Fastball
13337,4-Seam Fastball
13338,Split-Finger
13339,Slider
13340,Split-Finger
13341,Split-Finger
13342,4-Seam Fastball
13343,4-Seam Fastball
13344,Split-Finger
13345,4-Seam Fastball
13346,4-Seam Fastball
13347,4-Seam Fastball
13348,Split-Finger
13349,Split-Finger
13350,Split-Finger
13351,Split-Finger
13352,4-Seam Fastball
13353,Split-Finger
13354,4-Seam Fastball
13355,4-Seam Fastball
13356,4-Seam Fastball
13357,Curveball
13358,4-Seam Fastball
13359,4-Seam Fastball
13360,Split-Finger
13361,4-Seam Fastball
13362,4-Seam Fastball
13363,4-Seam Fastball
13364,4-Seam Fastball
13365,Slider
13366,Curveball
13367,4-Seam Fastball
13368,Slider
13369,4-Seam Fastball
13370,4-Seam Fastball
13371,Split-Finger
13372,Split-Finger
13373,Curveball
13374,4-Seam Fastball
13375,4-Seam Fastball
13376,4-Seam Fastball
13377,Split-Finger
13378,4-Seam Fastball
13379,Split-Finger
13380,Curveball
13381,4-Seam Fastball
13382,Split-Finger
13383,Split-Finger
13384,4-Seam Fastball
13385,Split-Finger
13386,4-Seam Fastball
13387,Split-Finger
13388,Curveball
13389,Curveball
13390,Split-Finger
13391,Split-Finger
13392,4-Seam Fastball
13393,4-Seam Fastball
13394,Split-Finger
13395,Split-Finger
13396,4-Seam Fastball
13397,Split-Finger
13398,4-Seam Fastball
13399,Curveball
13400,Slider
13401,Slider
13402,Slider
13403,Curveball
13404,Split-Finger
13405,4-Seam Fastball
13406,4-Seam Fastball
13407,Curveball
13408,Slider
13409,4-Seam Fastball
13410,Split-Finger
13411,Slider
13412,4-Seam Fastball
13413,4-Seam Fastball
13414,4-Seam Fastball
13415,Split-Finger
13416,4-Seam Fastball
13417,4-Seam Fastball
13418,4-Seam Fastball
13419,Split-Finger
13420,4-Seam Fastball
13421,4-Seam Fastball
13422,4-Seam Fastball
13423,4-Seam Fastball
13424,4-Seam Fastball
13425,4-Seam Fastball
13426,4-Seam Fastball
13427,4-Seam Fastball
13428,4-Seam Fastball
13429,Curveball
13430,4-Seam Fastball
13431,Curveball
13432,4-Seam Fastball
13433,4-Seam Fastball
13434,4-Seam Fastball
13435,4-Seam Fastball
13436,4-Seam Fastball
13437,Split-Finger
13438,Split-Finger
13439,4-Seam Fastball
13440,4-Seam Fastball
13441,4-Seam Fastball
13442,4-Seam Fastball
13443,4-Seam Fastball
13444,4-Seam Fastball
13445,4-Seam Fastball
13446,4-Seam Fastball
13447,4-Seam Fastball
13448,4-Seam Fastball
13449,4-Seam Fastball
13450,Split-Finger
13451,4-Seam Fastball
13452,4-Seam Fastball
13453,Split-Finger
13454,Split-Finger
13455,4-Seam Fastball
13456,4-Seam Fastball
13457,Split-Finger
13458,4-Seam Fastball
13459,Split-Finger
13460,4-Seam Fastball
13461,4-Seam Fastball
13462,Curveball
13463,4-Seam Fastball
13464,Split-Finger
13465,4-Seam Fastball
13466,Split-Finger
13467,Split-Finger
13468,Split-Finger
13469,4-Seam Fastball
13470,4-Seam Fastball
13471,4-Seam Fastball
13472,4-Seam Fastball
13473,Split-Finger
13474,4-Seam Fastball
13475,Curveball
13476,4-Seam Fastball
13477,Split-Finger
13478,Curveball
13479,Split-Finger
13480,Split-Finger
13481,Split-Finger
13482,4-Seam Fastball
13483,4-Seam Fastball
13484,4-Seam Fastball
13485,Curveball
13486,4-Seam Fastball
13487,Split-Finger
13488,Split-Finger
13489,Split-Finger
13490,Split-Finger
13491,4-Seam Fastball
13492,4-Seam Fastball
13493,Split-Finger
13494,Split-Finger
13495,4-Seam Fastball
13496,4-Seam Fastball
13497,4-Seam Fastball
13498,4-Seam Fastball
13499,Split-Finger
13500,Slider
13501,Split-Finger
13502,4-Seam Fastball
13503,Curveball
13504,Slider
13505,Split-Finger
13506,4-Seam Fastball
13507,Split-Finger
13508,4-Seam Fastball
13509,Split-Finger
13510,4-Seam Fastball
13511,4-Seam Fastball
13512,4-Seam Fastball
13513,Split-Finger
13514,Split-Finger
13515,4-Seam Fastball
13516,4-Seam Fastball
13517,4-Seam Fastball
13518,4-Seam Fastball
13519,Split-Finger
13520,4-Seam Fastball
13521,4-Seam Fastball
13522,Curveball
13523,Split-Finger
13524,Split-Finger
13525,Curveball
13526,Split-Finger
13527,Slider
13528,4-Seam Fastball
13529,Split-Finger
13530,Slider
13531,4-Seam Fastball
13532,Curveball
13533,Split-Finger
13534,Split-Finger
13535,4-Seam Fastball
13536,Split-Finger
13537,Split-Finger
13538,4-Seam Fastball
13539,4-Seam Fastball
13540,Curveball
13541,Split-Finger
13542,Split-Finger
13543,Slider
13544,4-Seam Fastball
13545,4-Seam Fastball
13546,4-Seam Fastball
13547,Split-Finger
13548,Split-Finger
13549,Split-Finger
13550,4-Seam Fastball
13551,Split-Finger
13552,Slider
13553,4-Seam Fastball
13554,Split-Finger
13555,4-Seam Fastball
13556,Curveball
13557,Split-Finger
13558,4-Seam Fastball
13559,4-Seam Fastball
13560,4-Seam Fastball
13561,Split-Finger
13562,4-Seam Fastball
13563,4-Seam Fastball
13564,4-Seam Fastball
13565,Split-Finger
13566,4-Seam Fastball
13567,Curveball
13568,4-Seam Fastball
13569,Split-Finger
13570,4-Seam Fastball
13571,4-Seam Fastball
13572,4-Seam Fastball
13573,Split-Finger
13574,Slider
13575,Slider
13576,4-Seam Fastball
13577,4-Seam Fastball
13578,Split-Finger
13579,4-Seam Fastball
13580,Curveball
13581,4-Seam Fastball
13582,Curveball
13583,Split-Finger
13584,4-Seam Fastball
13585,4-Seam Fastball
13586,4-Seam Fastball
13587,4-Seam Fastball
13588,4-Seam Fastball
13589,Curveball
13590,Split-Finger
13591,4-Seam Fastball
13592,4-Seam Fastball
13593,4-Seam Fastball
13594,Slider
13595,Split-Finger
13596,4-Seam Fastball
13597,Split-Finger
13598,Split-Finger
13599,Split-Finger
13600,4-Seam Fastball
13601,4-Seam Fastball
13602,4-Seam Fastball
13603,Slider
13604,4-Seam Fastball
13605,4-Seam Fastball
13606,4-Seam Fastball
13607,Split-Finger
13608,4-Seam Fastball
13609,4-Seam Fastball
13610,Curveball
13611,4-Seam Fastball
13612,4-Seam Fastball
13613,Slider
13614,Split-Finger
13615,4-Seam Fastball
13616,Split-Finger
13617,Curveball
13618,Split-Finger
13619,Slider
13620,4-Seam Fastball
13621,Slider
13622,Split-Finger
13623,Split-Finger
13624,Curveball
13625,Curveball
13626,Slider
13627,4-Seam Fastball
13628,Split-Finger
13629,4-Seam Fastball
13630,4-Seam Fastball
13631,Split-Finger
13632,Slider
13633,Split-Finger
13634,4-Seam Fastball
13635,4-Seam Fastball
13636,4-Seam Fastball
13637,4-Seam Fastball
13638,Curveball
13639,4-Seam Fastball
13640,4-Seam Fastball
13641,4-Seam Fastball
13642,Slider
13643,4-Seam Fastball
13644,4-Seam Fastball
13645,4-Seam Fastball
13646,Split-Finger
13647,Split-Finger
13648,4-Seam Fastball
13649,4-Seam Fastball
13650,Curveball
13651,Slider
13652,4-Seam Fastball
13653,Split-Finger
13654,Slider
13655,Slider
13656,4-Seam Fastball
13657,4-Seam Fastball
13658,Slider
13659,4-Seam Fastball
13660,Split-Finger
13661,Slider
13662,4-Seam Fastball
13663,4-Seam Fastball
13664,Slider
13665,Split-Finger
13666,4-Seam Fastball
13667,4-Seam Fastball
13668,Split-Finger
13669,Split-Finger
13670,Split-Finger
13671,Split-Finger
13672,4-Seam Fastball
13673,4-Seam Fastball
13674,Slider
13675,Split-Finger
13676,4-Seam Fastball
13677,Curveball
13678,Split-Finger
13679,Split-Finger
13680,Split-Finger
13681,4-Seam Fastball
13682,4-Seam Fastball
13683,Split-Finger
13684,Split-Finger
13685,Split-Finger
13686,Curveball
13687,4-Seam Fastball
13688,Split-Finger
13689,Curveball
13690,Curveball
13691,Split-Finger
13692,Curveball
13693,Split-Finger
13694,Split-Finger
13695,Slider
13696,Split-Finger
13697,4-Seam Fastball
13698,4-Seam Fastball
13699,4-Seam Fastball
13700,Split-Finger
13701,4-Seam Fastball
13702,4-Seam Fastball
13703,Slider
13704,Slider
13705,Split-Finger
13706,Split-Finger
13707,4-Seam Fastball
13708,4-Seam Fastball
13709,Split-Finger
13710,Split-Finger
13711,Split-Finger
13712,4-Seam Fastball
13713,4-Seam Fastball
13714,Curveball
13715,Split-Finger
13716,4-Seam Fastball
13717,4-Seam Fastball
13718,4-Seam Fastball
13719,Split-Finger
13720,Slider
13721,Split-Finger
13722,Curveball
13723,4-Seam Fastball
13724,Split-Finger
13725,4-Seam Fastball
13726,Split-Finger
13727,4-Seam Fastball
13728,4-Seam Fastball
13729,4-Seam Fastball
13730,4-Seam Fastball
13731,4-Seam Fastball
13732,4-Seam Fastball
13733,4-Seam Fastball
13734,Split-Finger
13735,4-Seam Fastball
13736,Split-Finger
13737,4-Seam Fastball
13738,Curveball
13739,4-Seam Fastball
13740,4-Seam Fastball
13741,Split-Finger
13742,Curveball
13743,4-Seam Fastball
13744,4-Seam Fastball
13745,4-Seam Fastball
13746,Split-Finger
13747,4-Seam Fastball
13748,4-Seam Fastball
13749,4-Seam Fastball
13750,Curveball
13751,4-Seam Fastball
13752,4-Seam Fastball
13753,Curveball
13754,Slider
13755,Split-Finger
13756,Split-Finger
13757,Curveball
13758,4-Seam Fastball
13759,Split-Finger
13760,4-Seam Fastball
13761,4-Seam Fastball
13762,Split-Finger
13763,Curveball
13764,4-Seam Fastball
13765,Curveball
13766,Split-Finger
13767,Curveball
13768,Curveball
13769,Split-Finger
13770,4-Seam Fastball
13771,Split-Finger
13772,Slider
13773,4-Seam Fastball
13774,Split-Finger
13775,Split-Finger
13776,4-Seam Fastball
13777,4-Seam Fastball
13778,Curveball
13779,Split-Finger
13780,4-Seam Fastball
13781,Curveball
13782,4-Seam Fastball
13783,Curveball
13784,Curveball
13785,Curveball
13786,Split-Finger
13787,4-Seam Fastball
13788,Curveball
13789,Slider
13790,4-Seam Fastball
13791,Split-Finger
13792,Split-Finger
13793,Slider
13794,Slider
13795,4-Seam Fastball
13796,Curveball
13797,Split-Finger
13798,Slider
13799,4-Seam Fastball
13800,4-Seam Fastball
13801,4-Seam Fastball
13802,Slider
13803,Split-Finger
13804,4-Seam Fastball
13805,4-Seam Fastball
13806,Slider
13807,Split-Finger
13808,4-Seam Fastball
13809,4-Seam Fastball
13810,Curveball
13811,4-Seam Fastball
13812,4-Seam Fastball
13813,4-Seam Fastball
13814,Split-Finger
13815,Curveball
13816,Split-Finger
13817,4-Seam Fastball
13818,Split-Finger
13819,Slider
13820,Slider
13821,4-Seam Fastball
13822,4-Seam Fastball
13823,4-Seam Fastball
13824,Split-Finger
13825,Slider
13826,4-Seam Fastball
13827,4-Seam Fastball
13828,Split-Finger
13829,4-Seam Fastball
13830,4-Seam Fastball
13831,Curveball
13832,Curveball
13833,Split-Finger
13834,Split-Finger
13835,4-Seam Fastball
13836,4-Seam Fastball
13837,Split-Finger
13838,Curveball
13839,Split-Finger
13840,Split-Finger
13841,Split-Finger
13842,4-Seam Fastball
13843,4-Seam Fastball
13844,Split-Finger
13845,4-Seam Fastball
13846,Split-Finger
13847,4-Seam Fastball
13848,4-Seam Fastball
13849,4-Seam Fastball
13850,4-Seam Fastball
13851,Slider
13852,4-Seam Fastball
13853,Split-Finger
13854,4-Seam Fastball
13855,Split-Finger
13856,Curveball
13857,4-Seam Fastball
13858,Split-Finger
13859,4-Seam Fastball
13860,Slider
13861,4-Seam Fastball
13862,Curveball
13863,4-Seam Fastball
13864,4-Seam Fastball
13865,4-Seam Fastball
13866,Slider
13867,4-Seam Fastball
13868,Split-Finger
13869,Split-Finger
13870,4-Seam Fastball
13871,Curveball
13872,4-Seam Fastball
13873,Split-Finger
13874,Curveball
13875,Split-Finger
13876,4-Seam Fastball
13877,Curveball
13878,4-Seam Fastball
13879,Split-Finger
13880,4-Seam Fastball
13881,Split-Finger
13882,Curveball
